年份,科目代碼,當年度金額,上年度金額,款,款名,項,項名,目,目名,節,節名,備註,ref
2016,32020030504,8250000,9709000,2,臺中市政府主管,2,臺中市政府秘書處,5,業務管理,4,車輛管理,"一、本科目包括車輛管理二、本年度預算數包括:
　　業務費8,250千元三、本年度預算數與上年度比較：
　　減少 1,459千元
　　減列 業務費1,459千元",2.2.5.4
2016,32020037900,3000000,3000000,2,臺中市政府主管,2,臺中市政府秘書處,6,第一預備金,,,,2.2.6
2016,32020037901,3000000,3000000,2,臺中市政府主管,2,臺中市政府秘書處,6,第一預備金,1,第一預備金,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金3,000千元",2.2.6.1
2016,32020039000,191026000,29380000,2,臺中市政府主管,2,臺中市政府秘書處,7,一般建築及設備,,,,2.2.7
2016,32020039001,191026000,29380000,2,臺中市政府主管,2,臺中市政府秘書處,7,一般建築及設備,1,一般建築及設備,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資191,026千元三、本年度預算數與上年度比較：
　　增加 161,646千元
　　增列 設備及投資161,646千元",2.2.7.1
2016,00020040000,126919000,131118000,2,臺中市政府主管,3,臺中市政府主計處,,,,,,2.3
2016,32020040100,109797000,109420000,2,臺中市政府主管,3,臺中市政府主計處,1,一般行政,,,,2.3.1
2016,32020040101,109797000,109420000,2,臺中市政府主管,3,臺中市政府主計處,1,一般行政,1,行政管理,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費99,532千元
　　業務費10,235千元
　　獎補助費30千元三、本年度預算數與上年度比較：
　　增加 377千元
　　增列 人事費510千元
　　減列 業務費133千元",2.3.1.1
2016,32020040700,9243000,10539000,2,臺中市政府主管,3,臺中市政府主計處,2,歲計會計業務,,,,2.3.2
2016,32020040701,3379000,3379000,2,臺中市政府主管,3,臺中市政府主計處,2,歲計會計業務,1,總預算編審與督導執行,"一、本科目包括總預算編審與督導執行二、本年度預算數包括:
　　人事費900千元
　　業務費2,479千元",2.3.2.1
2016,32020040702,3264000,4560000,2,臺中市政府主管,3,臺中市政府主計處,2,歲計會計業務,2,特種基金預決算編審與督導執行,"一、本科目包括特種基金預決算編審與督導執行二、本年度預算數包括:
　　人事費2,151千元
　　業務費1,113千元三、本年度預算數與上年度比較：
　　減少 1,296千元
　　減列 人事費1,196千元
　　減列 業務費100千元",2.3.2.2
2016,32020040703,2600000,2600000,2,臺中市政府主管,3,臺中市政府主計處,2,歲計會計業務,3,總會計事務處理與總決算核編,"一、本科目包括總會計事務處理與總決算核編二、本年度預算數包括:
　　人事費450千元
　　業務費2,150千元",2.3.2.3
2016,32020040800,6109000,6109000,2,臺中市政府主管,3,臺中市政府主計處,3,統計業務,,,,2.3.3
2016,32020040801,1279000,1279000,2,臺中市政府主管,3,臺中市政府主計處,3,統計業務,1,公務統計,"一、本科目包括公務統計二、本年度預算數包括:
　　人事費378千元
　　業務費901千元",2.3.3.1
2016,32020040802,4830000,4830000,2,臺中市政府主管,3,臺中市政府主計處,3,統計業務,2,經濟統計,"一、本科目包括經濟統計二、本年度預算數包括:
　　人事費400千元
　　業務費4,430千元",2.3.3.2
2016,32020047900,500000,500000,2,臺中市政府主管,3,臺中市政府主計處,4,第一預備金,,,,2.3.4
2016,32020047901,500000,500000,2,臺中市政府主管,3,臺中市政府主計處,4,第一預備金,1,第一預備金,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金500千元",2.3.4.1
2016,32020049000,1270000,4550000,2,臺中市政府主管,3,臺中市政府主計處,5,一般建築及設備,,,,2.3.5
2016,32020049001,1270000,4550000,2,臺中市政府主管,3,臺中市政府主計處,5,一般建築及設備,1,一般建築及設備,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資1,270千元三、本年度預算數與上年度比較：
　　減少 3,280千元
　　減列 設備及投資3,280千元",2.3.5.1
2016,00020050000,82700000,84614000,2,臺中市政府主管,4,臺中市政府人事處,,,,,,2.4
2016,32020050100,68245000,70866000,2,臺中市政府主管,4,臺中市政府人事處,1,一般行政,,,,2.4.1
2016,32020050101,68245000,70866000,2,臺中市政府主管,4,臺中市政府人事處,1,一般行政,1,行政管理,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費65,131千元
　　業務費3,036千元
　　獎補助費78千元三、本年度預算數與上年度比較：
　　減少 2,621千元
　　減列 人事費2,786千元
　　增列 業務費177千元
　　減列 獎補助費12千元",2.4.1.1
2016,32020050900,1555000,1579000,2,臺中市政府主管,4,臺中市政府人事處,2,組織管理及人事人員管理,,,,2.4.2
2016,32020050901,1026000,1025000,2,臺中市政府主管,4,臺中市政府人事處,2,組織管理及人事人員管理,1,組織管理,"一、本科目包括組織管理二、本年度預算數包括:
　　人事費591千元
　　業務費435千元三、本年度預算數與上年度比較：
　　增加 1千元
　　增列 人事費1千元",2.4.2.1
2016,32020050902,529000,554000,2,臺中市政府主管,4,臺中市政府人事處,2,組織管理及人事人員管理,2,人事人員管理,"一、本科目包括人事人員管理二、本年度預算數包括:
　　業務費529千元三、本年度預算數與上年度比較：
　　減少 25千元
　　減列 業務費25千元",2.4.2.2
2016,32020051000,1498000,1567000,2,臺中市政府主管,4,臺中市政府人事處,3,任免考試,,,,2.4.3
2016,32020051001,1461000,1530000,2,臺中市政府主管,4,臺中市政府人事處,3,任免考試,1,任免遷調,"一、本科目包括任免遷調二、本年度預算數包括:
　　人事費591千元
　　業務費870千元三、本年度預算數與上年度比較：
　　減少 69千元
　　增列 人事費1千元
　　減列 業務費70千元",2.4.3.1
2016,32020051002,37000,37000,2,臺中市政府主管,4,臺中市政府人事處,3,任免考試,2,考試分發,"一、本科目包括考試分發二、本年度預算數包括:
　　業務費37千元",2.4.3.2
2016,32020051100,2754000,3954000,2,臺中市政府主管,4,臺中市政府人事處,4,考核訓練,,,,2.4.4
2016,32020051101,1951000,2151000,2,臺中市政府主管,4,臺中市政府人事處,4,考核訓練,1,考核獎懲,"一、本科目包括考核獎懲二、本年度預算數包括:
　　人事費1,104千元
　　業務費827千元
　　獎補助費20千元三、本年度預算數與上年度比較：
　　減少 200千元
　　減列 業務費200千元",2.4.4.1
2016,32020051102,137000,137000,2,臺中市政府主管,4,臺中市政府人事處,4,考核訓練,2,災害防救業務,"一、本科目包括災害防救業務二、本年度預算數包括:
　　人事費40千元
　　業務費97千元",2.4.4.2
2016,32020051103,666000,1666000,2,臺中市政府主管,4,臺中市政府人事處,4,考核訓練,3,訓練管理,"一、本科目包括訓練管理二、本年度預算數包括:
　　業務費666千元三、本年度預算數與上年度比較：
　　減少 1,000千元
　　減列 業務費1,000千元",2.4.4.3
2016,32020051200,7898000,5898000,2,臺中市政府主管,4,臺中市政府人事處,5,待遇福利退休撫卹業務,,,,2.4.5
2016,32020051201,966000,966000,2,臺中市政府主管,4,臺中市政府人事處,5,待遇福利退休撫卹業務,1,待遇福利,"一、本科目包括待遇福利二、本年度預算數包括:
　　業務費966千元",2.4.5.1
2016,32020051202,856000,856000,2,臺中市政府主管,4,臺中市政府人事處,5,待遇福利退休撫卹業務,2,退休人員活動,"一、本科目包括退休人員活動二、本年度預算數包括:
　　業務費796千元
　　獎補助費60千元",2.4.5.2
2016,32020051203,6076000,4076000,2,臺中市政府主管,4,臺中市政府人事處,5,待遇福利退休撫卹業務,3,員工五育及康樂,"一、本科目包括員工五育及康樂二、本年度預算數包括:
　　業務費6,076千元三、本年度預算數與上年度比較：
　　增加 2,000千元
　　增列 業務費2,000千元",2.4.5.3
2016,32020057900,300000,300000,2,臺中市政府主管,4,臺中市政府人事處,6,第一預備金,,,,2.4.6
2016,32020057901,300000,300000,2,臺中市政府主管,4,臺中市政府人事處,6,第一預備金,1,第一預備金,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金300千元",2.4.6.1
2016,32020059000,450000,450000,2,臺中市政府主管,4,臺中市政府人事處,7,一般建築及設備,,,,2.4.7
2016,32020059001,450000,450000,2,臺中市政府主管,4,臺中市政府人事處,7,一般建築及設備,1,一般建築及設備,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資450千元",2.4.7.1
2016,00020060000,64939000,74694000,2,臺中市政府主管,5,臺中市政府政風處,,,,,,2.5
2016,32020060100,59916000,63673000,2,臺中市政府主管,5,臺中市政府政風處,1,一般行政,,,,2.5.1
2016,32020060101,59916000,63673000,2,臺中市政府主管,5,臺中市政府政風處,1,一般行政,1,行政管理,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費54,781千元
　　業務費5,081千元
　　獎補助費54千元三、本年度預算數與上年度比較：
　　減少 3,757千元
　　減列 人事費4,100千元
　　增列 業務費343千元",2.5.1.1
2016,32020061300,4323000,10271000,2,臺中市政府主管,5,臺中市政府政風處,2,政風業務,,,,2.5.2
2016,32020061301,1819000,7817000,2,臺中市政府主管,5,臺中市政府政風處,2,政風業務,1,政風行政,"一、本科目包括政風行政二、本年度預算數包括:
　　人事費1,264千元
　　業務費555千元三、本年度預算數與上年度比較：
　　減少 5,998千元
　　增列 人事費2千元
　　減列 業務費6,000千元",2.5.2.1
2016,32020061302,1844000,1794000,2,臺中市政府主管,5,臺中市政府政風處,2,政風業務,2,政風預防,"一、本科目包括政風預防二、本年度預算數包括:
　　業務費1,844千元三、本年度預算數與上年度比較：
　　增加 50千元
　　增列 業務費50千元",2.5.2.2
2016,32020061303,20000,20000,2,臺中市政府主管,5,臺中市政府政風處,2,政風業務,3,政風查處,"一、本科目包括政風查處二、本年度預算數包括:
　　業務費20千元",2.5.2.3
2016,32020061304,640000,640000,2,臺中市政府主管,5,臺中市政府政風處,2,政風業務,4,陽光法案,"一、本科目包括陽光法案二、本年度預算數包括:
　　業務費640千元",2.5.2.4
2016,32020067900,250000,300000,2,臺中市政府主管,5,臺中市政府政風處,3,第一預備金,,,,2.5.3
2016,32020067901,250000,300000,2,臺中市政府主管,5,臺中市政府政風處,3,第一預備金,1,第一預備金,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金250千元三、本年度預算數與上年度比較：
　　減少 50千元
　　減列 預備金50千元",2.5.3.1
2016,32020069000,450000,450000,2,臺中市政府主管,5,臺中市政府政風處,4,一般建築及設備,,,,2.5.4
2016,32020069001,450000,450000,2,臺中市政府主管,5,臺中市政府政風處,4,一般建築及設備,1,一般建築及設備,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資450千元",2.5.4.1
2016,00020070000,146999000,132304000,2,臺中市政府主管,6,臺中市政府研究發展考核委員會,,,,,,2.6
2016,32020070100,63953000,63670000,2,臺中市政府主管,6,臺中市政府研究發展考核委員會,1,一般行政,,,,2.6.1
2016,32020070101,63953000,63670000,2,臺中市政府主管,6,臺中市政府研究發展考核委員會,1,一般行政,1,行政管理,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費57,145千元
　　業務費6,724千元
　　獎補助費84千元三、本年度預算數與上年度比較：
　　增加 283千元
　　增列 人事費2千元
　　增列 業務費281千元",2.6.1.1
2016,32020071400,80426000,67434000,2,臺中市政府主管,6,臺中市政府研究發展考核委員會,2,施政計畫綜合業務,,,,2.6.2
2016,32020071401,7513000,6414000,2,臺中市政府主管,6,臺中市政府研究發展考核委員會,2,施政計畫綜合業務,1,研究發展,"一、本科目包括研究發展二、本年度預算數包括:
　　人事費84千元
　　業務費6,829千元
　　獎補助費600千元三、本年度預算數與上年度比較：
　　增加 1,099千元
　　增列 業務費1,099千元",2.6.2.1
2016,32020071402,3319000,3319000,2,臺中市政府主管,6,臺中市政府研究發展考核委員會,2,施政計畫綜合業務,2,綜合規劃,"一、本科目包括綜合規劃二、本年度預算數包括:
　　人事費1,577千元
　　業務費1,742千元三、本年度預算數與上年度比較：
　　增列 人事費1千元
　　減列 業務費1千元",2.6.2.2
