款,項,目,節,科目編號,科目名稱,本年度預算數,上年度預算數,本年度與上年度比較,說明
2,3,2,4,3303300204,給與福利制度規劃,"7,496 ","7,716 ",-220 ,"本年度預算數之內容與上年度之比較如下：
1.規劃給與結構與標準經費331千元，較上
年度減列委託研究等經費774千元。
2.規劃及執行退休、資遣、撫卹及志願服務
等業務經費913千元，較上年度減列推動
志願服務等經費54千元，增列委託研究等
經費675千元，計淨增621千元。
3.推動生活津貼及其他給與業務經費88千元
，較上年度減列國內旅費等12千元。
4.辦理文康活動及福利業務經費6,164千元
，較上年度減列辦理文康活動等經費55千
元。"
2,3,2,5,3303300205,創新e化人事服務,"56,296 ","54,222 ","2,074 ","本年度預算數之內容與上年度之比較如下：
1.人力資源資訊服務經費9,496千元，較上
年度減列資訊服務費及講座鐘點費等1,29
5千元。
2.全國公務人力資源智慧型資訊服務計畫，
總經費259,262千元，分5年辦理，101至1
03年度已編列146,193千元，本年度續編
第4年經費46,800千元，較上年度增列3,3
69千元。"
2,3,3,  ,3303309800,第一預備金,"2,000 ","2,000 ",-,仍照上年度預算數編列。
2,3,  ,999,7503300000,退休撫卹給付支出,"107,741 ","49,789 ","57,952 ",  
2,3,4,  ,7503303400,第一屆資深中央民代自願退職給付,"13,280 ","20,328 ","-7,048 ","本年度預算數之內容與上年度之比較如下：
1.第一屆資深國民大會代表自願退職給付7,
848千元，較上年度減列優惠存款利息差
額補助經費7,041千元。
2.第一屆資深立法委員自願退職給付5,432
千元，較上年度減列優惠存款利息差額補
助經費7千元。"
2,3,5,  ,7503303600,因公殘廢死亡慰問給付,"9,461 ","9,461 ",-,"本年度預算數9,461千元，係辦理中央公教
員工非屬公務人員保障法適（準）用對象因
公殘廢死亡慰問給付經費，與上年度同。"
2,3,6,  ,7503304300,公教員工資遣退職給付,"20,000 ","20,000 ",-,"本年度預算數20,000千元，係辦理各機關學
校員工退職資遣、遣離給付及教育聘任人員
舊制退撫給付，與上年度同。"
2,3,7,  ,7503304400,退休公教人員年終慰問金調整準備,"65,000 ",-,"65,000 ","新增支應退休公教人員年終慰問金調整準備
如列數。"
2,3,  ,999,8903300000,其他支出,"1,870,000 ","1,970,000 ","-100,000 ",  
2,3,8,  ,8903304500,公教人員婚喪生育及子女教育補助,"1,870,000 ","1,970,000 ","-100,000 ","本年度預算數1,870,000千元，係辦理公教
人員婚喪生育及子女教育補助費，較上年度
減列100,000千元。"
2,4,  ,  ,0003310000,公務人力發展中心,"130,340 ","122,479 ","7,861 ",  
2,4,  ,999,3303310000,行政支出,"130,340 ","122,479 ","7,861 ",  
2,4,1,  ,3303310100,一般行政,"55,992 ","57,738 ","-1,746 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費52,174千元，較上年度核實減
列人事費1,183千元。
2.基本行政工作維持費3,818千元，較上年
度減列其他業務租金、物品等經費563千
元。"
2,4,2,  ,3303311000,訓練輔導及研究,"73,748 ","64,141 ","9,607 ","本年度預算數之內容與上年度之比較如下：
1.在職訓練研習課程經費53,207千元，較上
年度減列聘請講座及學員膳宿等經費1,52
9千元，增列高階公務人員出國短期研習
經費12,000千元，計淨增10,471千元。
2.訓練輔導行政維持經費3,781千元，較上
年度減列訓練行政專業服務等經費484千
元。
3.人力資源研究發展經費12,408千元，較上
年度減列一般事務費及資訊軟體設備費等
1,576千元。
4.網路教學系統經費4,352千元，較上年度
增列建置行動學習系統等經費1,196千元
。"
2,4,3,  ,3303319800,第一預備金,600 ,600 ,-,仍照上年度預算數編列。
2,5,  ,  ,0003330000,地方行政研習中心,"130,933 ","129,549 ","1,384 ",  
2,5,  ,999,3303330000,行政支出,"130,933 ","129,549 ","1,384 ",  
2,5,1,  ,3303330100,一般行政,"84,590 ","86,754 ","-2,164 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費79,246千元，較上年度核實減
列人事費1,800千元。
2.基本行政工作維持費5,344千元，較上年
度減列通訊費等378千元，增列購置雜項
設備14千元，計淨減364千元。"
2,5,2,  ,3303330200,地方公務人員訓練,"40,063 ","37,227 ","2,836 ","本年度預算數之內容與上年度之比較如下：
1.教學及發展經費15,384千元，較上年度減
列一般事務及雜項設備購置等經費258千
元，增列地方高階公務人員出國短期研習
及講義教材製作、撰稿、講座鐘點費等6,
896千元，計淨增6,638千元。
2.輔導及推廣經費9,984千元，較上年度減
列一般事務費等2,020千元，增列講座鐘
點費等440千元，計淨減1,580千元。
3.數位學習經費10,379千元，較上年度減列
一般事務費等1,065千元，增列資訊軟硬
體設備費及資訊系統維護費等909千元，
計淨減156千元。
4.學員事務管理經費4,316千元，較上年度
減列雜項設備購置等經費2,066千元。"
2,5,3,  ,3303339000,一般建築及設備,"5,680 ","4,968 ",712 ,  
2,5,3,1,3303339002,營建工程,"5,680 ","4,968 ",712 ,"本年度預算數之內容與上年度之比較如下：
1.辦理詠晴園學員寢室及其他建物等修繕補
強工程經費5,680千元。
2.上年度辦理英雄館學員寢室及其他建物等
修繕補強工程預算業已編竣，所列4,968
千元如數減列。"
2,5,4,  ,3303339800,第一預備金,600 ,600 ,-,仍照上年度預算數編列。
2,6,  ,  ,0003400000,國立故宮博物院,"3,858,478 ","2,365,664 ","1,492,814 ",  
2,6,  ,999,5303400000,文化支出,"3,858,478 ","2,365,664 ","1,492,814 ",  
2,6,1,  ,5303400100,一般行政,"564,002 ","542,257 ","21,745 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費476,430千元，較上年度增列
南院處11名員額及員工薪俸晉級差額等人
事費19,636千元。
2.基本行政工作維持費87,572千元，較上年
度增列水電、機械設備養護等經費2,109
千元。"
2,6,2,  ,5303400200,文物管理及展覽,"107,090 ","68,877 ","38,213 ",  
2,6,2,1,5303400201,器物管理研究及展覽,"17,503 ","14,312 ","3,191 ","本年度預算數之內容與上年度之比較如下：
1.器物管理經費4,601千元，較上年度增列
改善庫房文物所需耗材等經費600千元。
2.器物研究經費3,842千元，較上年度增列
辦理學術研討會等經費3,183千元。
3.器物展覽經費9,060千元，較上年度減列
辦理展覽及製作設備等經費592千元。"
2,6,2,2,5303400202,書畫管理研究及展覽,"15,746 ","5,883 ","9,863 ","本年度預算數之內容與上年度之比較如下：
1.書畫管理經費3,226千元，較上年度增列
改善庫房文物所需耗材等經費350千元。
2.書畫研究經費136千元，較上年度增列國
外旅費20千元。
3.書畫展覽經費12,384千元，較上年度增列
借展文物保險、特展布展、借展、展覽及
製作設備等經費9,493千元。"
2,6,2,3,5303400203,圖書管理研究及展覽,"28,905 ","18,322 ","10,583 ","本年度預算數之內容與上年度之比較如下：
1.圖書管理研究經費10,520千元，較上年度
增列清代文獻光碟掃描、善本舊籍影像製
作等經費1,443千元。
2.圖書文獻展覽經費18,385千元，較上年度
增列辦理文獻特展製作等經費9,140千元
。"
2,6,2,4,5303400204,南院文物管理研究及展覽,"27,584 ","13,008 ","14,576 ","本年度預算數之內容與上年度比較如下：
1.南院文物管理經費12,452千元，較上年度
增列數位媒體維護、巡邏及保全、辦公室
搬遷、光纖網路等經費2,666千元。
2.南院文物研究經費5,132千元，較上年度
增列文史調查活動、圖書館自動化系統、
文物保存研究登錄用品等經費3,107千元
。
3.南院文物展覽經費10,000千元，較上年度
增列開館活動、教育推廣、文創推動等經
費8,803千元。"
2,6,2,5,5303400205,展示服務與社教推廣,"17,352 ","17,352 ",-,"本年度預算數之內容與上年之比較如下：
1.展示服務經費12,225千元，與上年度同。
2.社教推廣經費5,127千元，與上年度同。"
2,6,3,  ,5303400300,文物登錄與科技研析,"23,245 ","22,258 ",987 ,"本年度預算數之內容與上年度之比較如下：
1.文物登錄及徵集經費919千元，較上年度
減列文物登錄所需耗材等經費103千元。
2.文物科技研析維護經費6,826千元，較上
年度增列購置文物保存維護科技設備等經
費747千元。
3.文物高精密科學檢測技術研發應用暨實驗
室建置經費15,500千元，較上年度增列專
案計畫臨時人員酬金343千元。"
2,6,4,  ,5303400400,文物加值運用與管理,"4,033 ","4,870 ",-837 ,"本年度預算數之內容與上年度比較如下：
1.智慧財產權授權及權利侵害救濟經費2,10
0千元，較上年度增列委請律師所需經費1
,000千元。
2.出版品發行與授權及藏品加值運用等經費
1,933千元，較上年度減列拍攝文物所需
攝影器材設備費及養護費等1,837千元。"
2,6,5,  ,5303400500,資訊管理維護,"27,841 ","25,607 ","2,234 ","本年度預算數之內容與上年度之比較如下：
1.資訊管理與維護經費22,841千元，較上年
度增列網路通訊費、典藏文物影像查詢系
統維護、資通安全設備等經費1,634千元
。
2.故宮行動電子化服務計畫總經費54,000千
元，分5年辦理，101至103年度已編列19,
759千元，本年度續編第4年度經費5,000
千元，較上年度增列文宣品印製、電子化
業務推廣活動等經費600千元。"
2,6,6,  ,5303400600,安全管理維護,"33,149 ","31,851 ","1,298 ","本年度預算數之內容與上年度之比較如下：
1.安全系統設備測試及維修經費8,437千元
，較上年度增列六大預警系統修護等經費
700千元。
2.安全管制管理及教育訓練經費22,620千元
，較上年度增列購置控制中心所需用品等
經費118千元。
3.警衛守護及消防經費2,092千元，較上年
度增列防護團、自衛消防編組教育訓練等
經費480千元。"
2,6,7,  ,5303400700,故宮南部院區籌建,"3,067,900 ","1,632,200 ","1,435,700 ","故宮南部院區籌建計畫總經費7,933,528千
元，分年辦理，92至103年度已編列6,279,4
00千元，92至101年度繳回國庫1,613,977千
元，本年度續編經費3,067,900千元，較上
年度增列1,435,700千元。"
2,6,8,  ,5303409000,一般建築及設備,"27,618 ","33,744 ","-6,126 ",  
2,6,8,1,5303409002,營建工程,"24,600 ","30,600 ","-6,000 ","本年度預算數之內容與上年度之比較如下：
1.大故宮計畫總經費22,201,900千元，分年
辦理，100至103年度已編列22,480千元，
本年度續編經費5,000千元，與上年度同
。
2.新增辦理院區建築物及公共空間改善工程
等經費19,600千元。
3.上年度辦理院區建築物結構及空氣品質改
善工程等預算業已編竣，所列25,600千元
如數減列。"
2,6,8,2,5303409011,交通及運輸設備,-,126 ,-126 ,"上年度汰換駐衛警公務巡邏機車2輛預算業
已編竣，所列126千元如數減列。"
2,6,8,3,5303409019,其他設備,"3,018 ","3,018 ",-,"本年度預算數之內容與上年度之比較如下：
1.汰換空調及辦公室設備等經費3,018千元
。
2.上年度汰換寄物櫃、保險櫃及投影機等設
備預算業已編竣，所列3,018千元如數減
列。"
2,6,9,  ,5303409800,第一預備金,"3,600 ","4,000 ",-400 ,本年度預算數較上年度減列如列數。
2,7,  ,  ,0003410000,國家發展委員會,"1,899,850 ","3,868,806 ","-1,968,956 ","國家發展委員會組織法業經立法院102年8月
6日第8屆第3會期第2次臨時會第1次會議審
議通過，並奉總統於102年8月21日以華總一
義字第10200156121號令公布，本科目上年
度法定預算數3,029,780千元，連同由原行
政院研究發展考核委員會「一般行政」及「
研究發展」等科目移入823,622千元、行政
院公共工程委員會「一般行政」及「公共工
程技術業務」等科目移入15,404千元，共計
如表列上年度預算數。"
2,7,  ,999,6103410000,其他經濟服務支出,"1,899,850 ","3,868,806 ","-1,968,956 ",  
2,7,1,  ,6103410100,一般行政,"739,806 ","747,163 ","-7,357 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費688,471千元，較上年度核實
減列人事費3,530千元。
2.基本行政工作維持費51,335千元，較上年
度減列一般事務費等3,827千元。"
2,7,2,  ,6103411000,國家發展計畫之規劃,"32,228 ","17,999 ","14,229 ","本年度預算數之內容與上年度之比較如下：
1.國家發展計畫籌劃經費4,040千元，較上
年度減列一般事務費等77千元。
2.施政計畫編審及中長程計畫制度規劃經費
1,553千元，較上年度增列一般事務費等2
49千元。
3.國家發展重要議題研究經費21,079千元，
較上年度增列辦理全球經濟變動趨勢對台
灣經濟的影響與因應對策等經費13,844千
元。
4.國家發展經社資料編製經費2,777千元，
較上年度減列一般事務費等94千元。
5.國發會圖書資訊及出版品管理經費2,779
千元，較上年度增列資訊服務費等307千
元。"
